title,author,price,price (including used books),pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher
"Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming",Eric Matthes,23.99,23.99,544,4.7,"7,767",81,13,4,1,1,,,,"No Starch Press; 2nd edition (May 21, 2019)"
The Big Book of Small Python Projects: 81 Easy Practice Programs,Al Sweigart,25.49,25.49,432,4.5,145,76,13,5,1,5,1059.5,0.7937866475,English,"No Starch Press (June 25, 2021)"
"Mastering Reinforcement Learning with Python: Build next-generation, self-learning models using reinforcement learning techniques and best practices",Enes Bilgin,46.99, 46.97 - 46.99 ,544,4.5,36,71,17,8,4,0,1398.3,0.9253284348,English,"Packt Publishing (December 18, 2020)"
"Learning OpenCV 4 Computer Vision with Python 3: Get to grips with tools, techniques, and algorithms for computer vision and machine learning, 3rd Edition",Joseph Howse and Joe Minichino,36.99, 36.98 - 36.99 ,372,4.3,87,60,21,8,8,3,955.0,0.6395652417,English,"Packt Publishing (February 20, 2020)"
Ace the Data Science Interview,Skov Bash,19.49,19.49,180,1.0,1,100,0,0,0,0,362.8,0.249475776,English,"Independently published (November 29, 2022)"
"Database Technologies: Concepts, Methodologies, Tools, and Applications",John Erickson,743.47,743.47,2962,0,0,0,0,0,0,0,13273.5,8.445889929400002,English,"Information Science Reference; 1st edition (February 6, 2009)"
The Kaggle Workbook: Self-learning exercises and valuable insights for Kaggle data science competitions,Konrad Banachewicz and Luca Massaron,0,0,120,0,0,0,0,0,0,0,,0.5034875307000001,English,"Packt Publishing - ebooks Account (December 9, 2022)"
"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control",Steven L. Brunton and J. Nathan Kutz,64.99, 32.51 - 64.99 ,614,4.8,33,91,5,4,0,0,1433.9,1.4016004233,English,"Cambridge University Press; 2nd edition (July 28, 2022)"
Leading a Data Driven Organization: A Practical Guide to Transforming Yourself and Your Organization to Win the Data Science Revolution,Gordon Summers,2.99,2.99,108,5.0,5,100,0,0,0,0,,,English,Not Provided
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data,Nathan George,51.99,51.99,620,4.8,24,85,6,9,0,0,1591.6,1.0523342984,English,"Packt Publishing (September 30, 2021)"
Designing Machine Learning Systems: An Iterative Process for Production-Ready Applications,Chip Huyen,32.23, 31.75 - 32.23 ,386,4.7,186,80,13,6,1,1,774.3,0.6168856232000001,English,"O'Reilly Media; 1st edition (June 21, 2022)"
"Data Science on AWS: Implementing End-to-End, Continuous AI and Machine Learning Pipelines",Chris Fregly and Antje Barth,31.99, 30.00 - 31.99 ,521,4.4,159,71,14,6,6,3,1326.3,0.8255381134,English,"O'Reilly Media; 1st edition (May 11, 2021)"
Getting Started with Data Science: Making Sense of Data with Analytics (IBM Press),Not Provided,43.14, 39.03 - 43.14 ,608,4.5,101,72,13,7,4,3,1408.9,0.9797595192000002,English,"IBM Press; 1st edition (December 13, 2015)"
Dive Into Data Science: Use Python To Tackle Your Toughest Business Challenges,Bradford Tuckfield,23.99,23.99,0,0,0,0,0,0,0,0,,,English,"No Starch Press (July 4, 2023)"
"Statistics for Absolute Beginners (Second Edition) (AI, Data Science, Python & Statistics for Beginners Book 5)",Not Provided,0,0,166,4.4,149,68,13,11,2,6,,,English,"Scatterplot Press; 2nd edition (February 24, 2020)"
How to Lead in Data Science,Jike Chong and Yue Cathy Chang,43.49,43.49,512,4.8,32,88,6,6,0,0,1230.5,0.9389362058999999,English,"Manning (December 21, 2021)"
Fundamentals of Data Engineering: Plan and Build Robust Data Systems,Joe Reis and Matt Housley,48.99,48.99,446,4.9,91,94,5,1,0,0,1061.1,0.7121400209000001,English,"O'Reilly Media; 1st edition (July 26, 2022)"
Data Structures the Fun Way: An Amusing Adventure with Coffee-Filled Examples,Jeremy Kubica,39.99,39.99,304,5.0,1,100,0,0,0,0,738.7,0.36854376,English,"No Starch Press (November 8, 2022)"
Build a Career in Data Science,"Emily Robinson, Jacqueline Nolis, et al.",0,0,0,4.7,96,84,5,8,1,2,,,Not_Stated,Not Provided
"Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks",Jonathan Schwabish,25.98,25.98,464,4.4,263,72,13,7,2,6,1099.0,1.1339809250000001,English,"Columbia University Press (February 9, 2021)"
Think Like a Data Scientist: Tackle the data science process step-by-step,Brian Godsey,29.59, 29.57 - 29.59 ,328,4.5,33,59,33,6,2,0,783.1,0.6667807839000001,English,"Manning; 1st edition (April 2, 2017)"
Data Science for Business: What You Need to Know About Data Mining and Data-Analytic Thinking,"Foster Provost, Tom Fawcett, et al.",0,0,0,4.5,"1,001",72,15,7,3,3,,,Not_Stated,Not Provided
The Self-Taught Computer Scientist: The Beginner's Guide to Data Structures & Algorithms,Cory Althoff,19.49,19.49,224,4.5,98,76,9,12,2,2,570.5,0.385553472,English,"Wiley; 1st edition (October 1, 2021)"
Practical Statistics for Data Scientists: 50 Essential Concepts,Peter Bruce and Andrew Bruce,60.0, 42.43 - 60.00 ,318,4.5,402,71,15,7,2,5,497.8,0.5533826914000001,English,"O'Reilly Media; 1st edition (June 13, 2017)"
Data Conscience: Algorithmic Siege on our Humanity,Brandeis Hill Marshall and Timnit Gebru,35.49,35.49,352,4.5,5,75,25,0,0,0,952.9,0.430912704,English,"Wiley; 1st edition (September 21, 2022)"
Algorithmic Finance: A Companion To Data Science,Christopher Hian-ann Ting,119.21,119.21,408,3.5,2,50,50,0,0,0,1017.6,0.7166759446000001,English,"WSPC (May 6, 2022)"
The Art of Statistics: How to Learn from Data,David Spiegelhalter,17.99,17.99,448,4.6,"2,906",73,19,6,1,2,957.6,0.377048616,English,"Basic Books (August 17, 2021)"
Democracy's Data: The Hidden Stories in the U.S. Census and How to Read Them,Dan Bouk,25.49,25.49,384,4.6,10,73,14,14,0,0,1372.8,0.635029318,English,"MCD (August 23, 2022)"
Machine Learning with Quantum Computers (Quantum Science and Technology),Not Provided,101.24,101.24,326,4.6,7,81,19,0,0,0,695.0,0.6577089365000001,English,"Springer; 2nd ed. 2021 edition (October 18, 2021)"
Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python,"Hariom Tatsat, Sahil Puri, et al.",44.49,44.49,432,4.3,54,66,18,6,3,7,774.3,0.6577089365000001,English,"O'Reilly Media; 1st edition (December 1, 2020)"
Data Science on the Google Cloud Platform: Implementing End-to-End Real-Time Data Pipelines: From Ingest to Machine Learning,Valliappa Lakshmanan,50.99, 45.55 - 50.99 ,459,4.8,16,90,10,0,0,0,1061.1,0.7302837157000001,English,"O'Reilly Media; 2nd edition (May 3, 2022)"
Behind Every Good Decision: How Anyone Can Use Business Analytics to Turn Data into Profitable Insight,Piyanka Jain and Puneet Sharma,17.49,17.49,248,4.4,93,66,19,9,6,0,,,English,"AMACOM (November 5, 2014)"
Effective Data Science Infrastructure: How to make data scientists productive,Ville Tuulos,47.99,47.99,352,4.6,8,82,18,0,0,0,894.9,0.5987419284000001,English,"Manning (August 16, 2022)"
"The Science of Football: The Math, Technology, and Data Behind America's Game","Will Carroll, Tyler Brooke, et al.",10.99,10.99,236,4.4,6,60,20,20,0,0,,,English,"Sports Publishing (September 6, 2022)"
Data Paradoxes: The Politics of Intensified Data Sourcing in Contemporary Healthcare,Klaus Hoeyer,31.99,31.99,0,0,0,0,0,0,0,0,,,English,"The MIT Press (April 18, 2023)"
Data Juice: 101 Stories of How Organizations Are Squeezing Value from Available Data Assets,Douglas B. Laney,28.95, 26.22 - 28.95 ,370,4.4,21,77,6,6,11,0,743.3,0.4944156833000001,English,"Douglas B. Laney (June 29, 2022)"
Be the Outlier: How to Ace Data Science Interviews,Shrilata Murthy,5.99,5.99,212,4.2,58,62,11,18,5,4,,,English,"New Degree Press (August 4, 2020)"
Text as Data: A New Framework for Machine Learning and the Social Sciences,"Justin Grimmer, Margaret E. Roberts, et al.",35.99, 32.39 - 35.99 ,360,4.7,24,72,22,6,0,0,1147.1,0.7030681735000001,English,"Princeton University Press (March 29, 2022)"
The Data Science Mindset: 6 Principles To Build Healthy Data-Driven Skills & Organizations,Dr. Briit,0,0,56,0,0,0,0,0,0,0,,,English,Not Provided
Data Science and Machine Learning: Mathematical and Statistical Methods (Chapman & Hall/CRC Machine Learning & Pattern Recognition),Not Provided,80.0, 64.17 - 80.00 ,510,4.8,37,84,9,7,0,0,1925.2,1.6918995401,English,"Chapman and Hall/CRC; 1st edition (November 22, 2019)"
Age of Invisible Machines: A Practical Guide to Creating a Hyperautomated Ecosystem of Intelligent Digital Workers,Robb Wilson and Josh Tyson,24.33,24.33,288,4.8,46,91,5,3,0,0,1091.6,0.4762719885,English,"Wiley; 1st edition (September 27, 2022)"
The DATA Set Collection #2 (Boxed Set): A Case of the Clones; Invasion of the Insects; Out of Remote Control; Down the Brain Drain,Not Provided,16.89,16.89,512,4.9,37,89,7,4,0,0,988.3,0.45359237,English,"Little Simon; Boxed Set edition (September 15, 2020)"
The Data Science Design Manual (Texts in Computer Science),Not Provided,59.95, 49.69 - 59.95 ,462,4.8,68,84,11,3,2,0,1220.0,10.069750614,English,"Springer; 1st ed. 2017 edition (August 29, 2017)"
Can We Trust AI? (Johns Hopkins Wavelengths),Rama Chellappa and Eric Niiler,16.95,16.95,224,0,0,0,0,0,0,0,367.1,0.22679616,English,"Johns Hopkins University Press (November 15, 2022)"
The Basics of Data Literacy: Helping Your Students (And You!) Make Sense of Data - PB343X,Michael Bowen and Anthony Bartley,287.14,287.14,166,4.6,6,85,15,0,0,0,693.5,,English,"National Science Teachers Association - NSTA Press (November 15, 2013)"
Mathematics for Machine Learning,Not Provided,48.99,48.99,398,4.7,608,80,13,3,2,2,1055.3,0.7983225712,English,"Cambridge University Press; 1st edition (April 23, 2020)"
The Art of Data Science,Roger Peng and Elizabeth Matsui,20.0, 19.00 - 20.00 ,170,4.6,50,74,18,5,3,0,380.1,0.257980632,English,"Lulu.com; null edition (June 8, 2016)"
"Data Science for Beginners 2020: Learn How Data Analytics and Machine Learning Are Used to Define New Strategies for Marketing and Business. (The Data Science Bible, Book 1)","Ross Zowler, Cyrus Carey, et al.",0,0,0,4.0,1,100,0,0,0,0,,,Not_Stated,Not Provided
The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science,Alex Gorelik,38.84,38.84,224,4.3,72,59,21,10,5,4,417.5,0.6667807839000001,English,"O'Reilly Media; 1st edition (March 21, 2019)"
"Building Data Science Applications with FastAPI: Develop, manage, and deploy efficient machine learning applications with Python",François Voron,31.49,31.49,426,4.4,29,69,6,19,6,0,,,English,"Packt Publishing; 1st edition (October 8, 2021)"
Minding the Machines: Building and Leading Data Science and Analytics Teams,Jeremy Adamson,24.0,24,232,4.4,20,74,7,12,7,0,,,English,"Wiley; 1st edition (June 25, 2021)"
Making Numbers Count: The Art and Science of Communicating Numbers,Chip Heath and Karla Starr,11.99,11.99,208,4.4,476,63,22,10,3,3,528.7,0.1000738056,English,"Avid Reader Press / Simon & Schuster (January 11, 2022)"
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),Not Provided,99.95,99.95,468,3.6,7,49,17,17,17,0,1382.2,1.3607771100000001,English,"Chapman and Hall/CRC; 1st edition (November 30, 2021)"
"Business Intelligence, Analytics, and Data Science: A Managerial Perspective","Ramesh Sharda, Dursun Delen, et al.",111.99, 34.14 - 111.99 ,512,4.5,280,77,8,7,2,6,876.8,0.9207925110999999,English,"Pearson; 4th edition (January 13, 2017)"
Quantum Machine Learning: An Applied Approach: The Theory and Application of Quantum Machine Learning in Science and Industry,Santanu Ganguly,49.48, 44.49 - 49.48 ,572,4.1,10,60,13,13,13,0,1481.9,1.0750139169000001,English,"Apress; 1st ed. edition (July 30, 2021)"
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,21.49,21.49,576,4.6,"5,517",75,16,5,1,2,1681.3,0.9026488163,English,"Avid Reader Press / Simon & Schuster; 1st edition (November 30, 2021)"
Functional Aesthetics for Data Visualization,Vidya Setlur and Bridget Cogley,36.61, 31.60 - 36.61 ,313,4.8,5,75,25,0,0,0,852.6,0.6803885550000001,English,"Wiley; 1st edition (September 21, 2022)"
Data Science for Executives: Leveraging Machine Intelligence to Drive Business ROI,"Nir Kaldero, Derek Perkins, et al.",0,0,0,4.1,47,54,20,17,4,6,,,Not_Stated,Not Provided
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data",EMC Education Services,54.99, 38.14 - 54.99 ,432,4.4,194,69,16,7,3,6,1124.5,1.0931576117000001,English,"Wiley; 1st edition (January 27, 2015)"
Emotional Data,Abby Jame,4.99,4.99,24,5.0,3,100,0,0,0,0,275.8,0.150252456,English,"Silver Sprocket (November 1, 2021)"
"The ABCs of Data Science: By Real Data Scientists, For Future Data Scientists (Very Young Professionals)","Rikin Mathur, Varun Bhartia, et al.",14.99,14.99,31,4.7,26,82,9,9,0,0,94.7,0.0997903104,English,"Very Young Professionals; Illustrated edition (October 6, 2020)"
AI at the Edge: Solving Real-World Problems with Embedded Machine Learning,Daniel Situnayake and Jenny Plunkett,69.99,69.99,450,0,0,0,0,0,0,0,206.5,0.5034875307000001,English,"O'Reilly Media; 1st edition (February 21, 2023)"
Cybersecurity Data Science: Best Practices in an Emerging Profession,Scott Mongeau and Andrzej Hajdasinski,165.8, 83.30 - 165.80 ,415,4.0,1,100,0,0,0,0,871.1,0.7892507238,English,"Springer; 1st ed. 2021 edition (October 3, 2021)"
Urban Informatics (Chapman & Hall/CRC Data Science Series),Not Provided,64.95, 60.33 - 64.95 ,340,0,0,0,0,0,0,0,884.5,0.6259574706,English,"Chapman and Hall/CRC; 1st edition (December 6, 2022)"
Statistical Inference via Data Science: A ModernDive into R and the Tidyverse: A ModernDive into R and the Tidyverse (Chapman & Hall/CRC The R Series),Not Provided,55.97, 51.41 - 55.97 ,430,4.4,29,73,11,6,5,5,1066.8,0.7892507238,English,"Chapman and Hall/CRC; 1st edition (December 13, 2019)"
Responsible Data Science: Transparency and Fairness in Algorithms,Peter C. Bruce and Grant Fleming,19.89,19.89,304,3.8,8,69,31,0,0,0,762.0,0.5080234544000001,English,"Wiley; 1st edition (May 11, 2021)"
"The Science of Hockey: The Math, Technology, and Data Behind the Sport",Kevin Snow and John Vogl,10.99,10.99,0,0,0,0,0,0,0,0,,,English,"Sports Publishing (January 3, 2023)"
"Practical Data Science with R, Second Edition",Nina Zumel and John Mount,35.74, 32.98 - 35.74 ,483,4.5,36,71,14,11,5,0,1342.4,1.0387265273000001,English,"Manning; 2nd edition (December 7, 2019)"
"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners Book 3)",Not Provided,0,0,167,4.5,"1,123",68,18,8,3,2,,,English,"Scatterplot Press; 2nd edition (June 21, 2017)"
"High-Dimensional Probability: An Introduction with Applications in Data Science (Cambridge Series in Statistical and Probabilistic Mathematics, Series Number 47)",Not Provided,63.88, 39.70 - 63.88 ,296,4.7,65,87,5,4,4,0,791.5,0.7121400209000001,English,"Cambridge University Press; 1st edition (September 27, 2018)"
Power and Prediction: The Disruptive Economics of Artificial Intelligence,"Ajay Agrawal, Joshua Gans, et al.",27.0,27,288,4.4,15,84,16,0,0,0,1298.2,0.4989516070000001,English,"Harvard Business Review Press (November 15, 2022)"
"The Data Science Workshop: Learn how you can build machine learning models and create your own real-world data science projects, 2nd Edition","Anthony So, Thomas V. Joseph, et al.",17.84,17.84,824,4.6,12,81,11,8,0,0,,,English,"Packt Publishing; 2nd edition (August 28, 2020)"
The Little Book of Data Science Tricks: 100+ Techniques to Elevate Your Data Science Skills,Maverick Lin,4.99,4.99,59,5.0,2,100,0,0,0,0,114.9,0.12757284,English,"Independently published (June 20, 2020)"
Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Perez,14.99,14.99,432,4.7,"8,819",77,15,6,1,1,1121.0,0.445087464,English,"Harry N. Abrams (March 2, 2021)"
Data Quality Fundamentals: A Practitioner's Guide to Building Trustworthy Data Pipelines,"Barr Moses, Lior Gavish, et al.",46.99, 39.90 - 46.99 ,308,4.6,11,75,13,13,0,0,774.3,0.5216312255,English,"O'Reilly Media; 1st edition (October 11, 2022)"
Communicating with Data: The Art of Writing for Data Science,Deborah Nolan and Sara Stoudt,51.0,51,352,4.6,6,78,22,0,0,0,727.7,0.5851341573000001,English,"Oxford University Press; 1st edition (May 25, 2021)"
Big Data Science in Finance,Irene Aldridge and Marco Avellaneda,75.83, 67.41 - 75.83 ,336,4.1,11,56,20,12,12,0,1220.2,0.8482177319,English,"Wiley; 1st edition (January 27, 2021)"
Hands-On Business Intelligence with DAX: Discover the intricacies of this powerful query language to gain valuable insights from your data,Ian Horne,36.99,36.99,402,4.7,17,76,15,9,0,0,1034.5,0.6894604024000001,English,"Packt Publishing (January 31, 2020)"
Data Science Crash Course for Beginners with Python: Fundamentals and Practices with Python (Machine Learning & Data Science for Beginners),Not Provided,23.48, 19.99 - 23.48 ,314,5.0,10,100,0,0,0,0,628.3,0.42240784800000003,English,"AI Publishing LLC (August 31, 2020)"
Azure Data Scientist Associate Certification Guide: A hands-on guide to machine learning in Azure and passing the Microsoft Certified DP-100 exam,Andreas Botsikas and Michael Hlobil,53.64, 51.99 - 53.64 ,448,4.4,17,68,14,9,9,0,1148.2,0.7665711053,English,"Packt Publishing (December 3, 2021)"
The Revenge of Dr. von Naysayer (10) (The DATA Set),Not Provided,6.99,6.99,128,0,0,0,0,0,0,0,210.8,0.5034875307000001,English,"Little Simon (March 21, 2023)"
"Learn Power BI: A comprehensive, step-by-step guide for beginners to learn real-world business intelligence, 2nd Edition",Greg Deckler,37.21,37.21,458,4.4,39,62,25,7,6,0,1182.3,0.7847148001,English,"Packt Publishing; 2nd ed. edition (February 18, 2022)"
Teradata Query Performance Tuning: DWHPro's Guide,Roland Wenzlofsky and Artemios Vogiatzis,55.0,55,322,4.9,12,88,12,0,0,0,,,English,Not Provided
"The United States of America: the Superpower, the Trump Presidency & the Fall of Western Civilization",Jamal H. Qadri Ph.D.,3.99,3.99,98,4.4,7,60,20,20,0,0,,,English,"Xlibris US (August 31, 2020)"
The Hundred-Page Machine Learning Book,Andriy Burkov,31.99, 26.50 - 31.99 ,160,4.6,839,80,10,4,2,3,432.0,0.391223376,English,"Andriy Burkov (January 13, 2019)"
Roman's Data Science: How to monetize your data,"Roman Zykov, Vladimir Vishvanyuk, et al.",0,0,350,4.7,11,76,13,10,0,0,,,English,Not Provided
Data Science from Scratch with Python: A Step By Step Guide for Beginner's and Faster Way To Learn Python In 7 Days & NLP using Advanced (Including Programming Interview Questions),Richard Wilson,0,0,243,4.5,94,74,13,3,3,7,,,English,Not Provided
Pattern Recognition and Machine Learning (Information Science and Statistics),Christopher M. Bishop,105.22, 90.99 - 105.22 ,738,4.6,687,76,13,6,3,2,1673.2,2.1454919101000005,English,"Springer (August 17, 2006)"
A Hands-On Introduction to Data Science,Chirag Shah,53.98, 34.05 - 53.98 ,424,4.6,61,77,12,8,2,0,1176.3,1.1611964672000001,English,"Cambridge University Press; 1st edition (April 2, 2020)"
Machine Learning Engineering in Action,Ben Wilson,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"Introducing Data Science: Big Data, Machine Learning, and more, using Python tools","Davy Cielen, Arno Meysman, et al.",42.74, 24.87 - 42.74 ,320,4.4,98,66,20,6,3,6,894.9,0.4808079122,English,"Manning; 1st edition (May 23, 2016)"
Data Science from Scratch: From Data Visualization to Manipulation: It Is the Easy Way! All You Need for Business Using the Basic Principles of Python and Beyond (Revised & Expanded Edition),"William Gray, Damon Knox, et al.",0,0,0,2.7,12,20,31,49,0,0,,,Not_Stated,Not Provided
HBR Guide to Data Analytics Basics for Managers (HBR Guide Series),Harvard Business Review,14.19, 12.99 - 14.19 ,256,4.5,388,71,14,11,2,3,553.1,0.294835008,English,"Harvard Business Review Press (April 3, 2018)"
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps","Valliappa Lakshmanan, Sara Robinson, et al.",36.99,36.99,408,4.6,263,73,17,6,3,1,956.0,0.6577089365000001,English,"O'Reilly Media; 1st edition (November 10, 2020)"
Natural Language Processing with Transformers: Building Language Applications with Hugging Face,"Lewis Tunstall, Leandro von Werra, et al.",55.91, 42.98 - 55.91 ,406,4.6,119,78,13,2,3,5,885.5,0.6486370891,English,"O'Reilly Media; 1st edition (March 1, 2022)"
Capitalizing Data Science: A Guide to Unlocking the Power of Data for Your Business and Products (English Edition),Mathangi Sri Ramachandran,9.95,9.95,370,0,0,0,0,0,0,0,,,English,"BPB Publications; 1st edition (December 3, 2022)"
"The Equality Machine: Harnessing Digital Technology for a Brighter, More Inclusive Future",Orly Lobel,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Feature Engineering and Selection (Chapman & Hall/CRC Data Science Series),Not Provided,41.16,41.16,314,4.5,65,74,13,8,2,4,850.1,2.4992939587,English,"Routledge; 1st edition (June 30, 2021)"
Don't Trust Your Gut: Using Data to Get What You Really Want in LIfe,Seth Stephens-Davidowitz,14.99,14.99,316,4.3,242,56,24,16,3,1,,,English,"Dey Street Books (May 10, 2022)"
Humble Pi: When Math Goes Wrong in the Real World,Matt Parker,15.3,15.3,336,4.6,"1,338",72,18,7,1,1,628.2,0.272155392,English,"Riverhead Books (January 19, 2021)"
The Tableau Workshop: A practical guide to the art of data visualization with Tableau,"Sumit Gupta, Sylvester Pinto, et al.",46.99,46.99,822,4.7,32,77,12,11,0,0,2114.5,1.3879926522000001,English,"Packt Publishing (April 28, 2022)"
"Research Anthology on Machine Learning Techniques, Methods, and Applications",Information Resources Management Association,1318.74,1318.74,555,0,0,0,0,0,0,0,1823.3,1.5603577528,English,"Engineering Science Reference (May 13, 2022)"
Advanced Analytics with PySpark: Patterns for Learning from Data at Scale Using Python and Spark,"Akash Tandon, Sandy Ryza, et al.",0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"Splunk Operational Intelligence Cookbook: Over 80 recipes for transforming your data into business-critical insights using Splunk, 3rd Edition","Josh Diakun, Paul R Johnson, et al.",54.99,54.99,536,4.6,33,71,20,5,4,0,1375.6,0.9117206636999999,English,"Packt Publishing; 3rd Revised edition (May 28, 2018)"
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R,Yoon Hyup Hwang,45.89,45.89,464,4.3,68,58,25,8,7,3,1193.7,0.7892507238,English,"Packt Publishing (March 29, 2019)"
"Generic Data Structures and Algorithms in Go: An Applied Approach Using Concurrency, Genericity and Heuristics",Richard Wiener,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
R for Political Data Science (Chapman & Hall/CRC The R Series),Not Provided,54.09, 53.85 - 54.09 ,460,5.0,6,100,0,0,0,0,1194.7,0.8482177319,English,"Chapman and Hall/CRC; 1st edition (May 30, 2022)"
Targeted Learning in Data Science: Causal Inference for Complex Longitudinal Studies (Springer Series in Statistics),Not Provided,85.04, 76.91 - 85.04 ,682,5.0,2,100,0,0,0,0,1334.4,1.1838760857,English,"Springer; 1st ed. 2018 edition (April 10, 2018)"
Integrating Data,"Bill Inmon, Patty Haines, et al.",39.95,39.95,134,5.0,3,100,0,0,0,0,274.3,0.189941784,English,"Technics Publications; First edition (August 25, 2022)"
Data Science in Production: Building Scalable Model Pipelines with Python,Ben Weber,4.99,4.99,234,4.3,39,47,42,7,4,0,,,English,Not Provided
R for Health Data Science,Ewen Harrison and Riinu Pius,73.91,73.91,364,4.6,12,82,18,0,0,0,897.9,0.7801788764,English,"Chapman and Hall/CRC; 1st edition (November 17, 2020)"
Ethics of Data and Analytics: Concepts and Cases,Kirsten Martin,69.95,69.95,474,0,0,0,0,0,0,0,1135.6,0.8572895793,English,"Auerbach Publications; 1st edition (May 13, 2022)"
"Python Programming: 2 Books in 1: Python for Data Analysis and Science with Big Data Analysis, Statistics and Machine Learning.",Computer Science Academy,0,0,311,3.5,7,50,17,17,17,0,,,English,Not Provided
"Data Visualization with Python for Beginners: Visualize Your Data using Pandas, Matplotlib and Seaborn (Machine Learning & Data Science for Beginners)",Not Provided,19.99,19.99,288,4.1,62,52,23,15,4,7,575.2,0.385553472,English,"AI Publishing LLC (February 14, 2020)"
Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,Aditya Bhargava,33.99, 23.20 - 33.99 ,256,4.6,"1,192",76,15,5,3,1,447.5,0.39972823199999996,English,"Manning; 1st edition (May 1, 2016)"
DATA SCIENCE: A Comprehensive Beginner’s Guide to Learn About the Realms of Data Science from A-Z,Not Provided,0,0,186,4.2,27,54,22,19,5,0,,,English,Not Provided
"Python Data Analysis: Comprehensive Guide to Data Science, Analytics and Metrics with Python (Data Science and Analysis)",Not Provided,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Exemplary Evidence: Scientists and Their Data,Jessica Fries-Gaither,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
"Python Machine Learning: Discover the Essentials of Machine Learning, Data Analysis, Data Science, Data Mining, and Artificial Intelligence Using Python Code with Python Tricks",Not Provided,0,0,0,4.9,11,86,14,0,0,0,,,Not_Stated,Not Provided
Calling Bullshit: The Art of Skepticism in a Data-Driven World,Carl T. Bergstrom and Jevin D. West,18.0,18,336,4.6,988,73,17,7,2,1,475.4,0.22679616,English,"Random House Trade Paperbacks; Reprint edition (April 20, 2021)"
"Practitioner’s Guide to Data Science: Streamlining Data Science Solutions using Python, Scikit-Learn, and Azure ML Service Platform (English Edition)",Nasir Ali Mirza,29.95,29.95,242,4.5,4,50,50,0,0,0,625.3,0.4252428,English,"BPB Publications (January 17, 2022)"
"Data Visualization: Clear Introduction to Data Visualization with Python. Proper Guide for Data Scientist (Data Mining, Analytics and Visualization)",Not Provided,14.95,14.95,94,3.8,14,66,17,17,0,0,194.7,0.195611688,English,"Independently published (September 22, 2020)"
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,Gareth Eagar,39.99,39.99,482,4.4,57,65,22,7,2,3,1239.2,0.8210021897,English,"Packt Publishing (December 29, 2021)"
Artificial Intelligence with Power BI: Take your data analytics skills to the next level by leveraging the AI capabilities in Power BI,Mary-Jo Diepeveen,0,0,0,0,0,0,0,0,0,0,,,Not_Stated,Not Provided
Data Science for Infectious Disease Data Analytics: An Introduction with R (Chapman & Hall/CRC Data Science Series),Not Provided,79.96,79.96,397,0,0,0,0,0,0,0,,,English,"Chapman and Hall/CRC; 1st edition (December 5, 2022)"
MongoDB Fundamentals: A hands-on guide to using MongoDB and Atlas in the real world,"Amit Phaltankar, Juned Ahsan, et al.",41.99,41.99,748,4.7,35,72,28,0,0,0,1921.3,1.2609867886,English,"Packt Publishing (December 22, 2020)"
Secondary Data in Mixed Methods Research (Mixed Methods Research Series),Not Provided,45.0,45,264,4.5,5,75,25,0,0,0,530.9,0.41957289600000003,English,"SAGE Publications, Inc; 1st edition (June 21, 2022)"
Python for Data Science: Comprehensive Guide to Data Science with Python,Alex Campbell,14.95,14.95,118,3.8,11,49,20,12,19,0,238.9,0.172932072,English,"Independently published (June 19, 2021)"
C++20 STL Cookbook: Leverage the latest features of the STL to solve real-world problems,Bill Weinman,39.99,39.99,450,4.6,11,74,13,13,0,0,1159.6,0.771107029,English,"Packt Publishing (May 27, 2022)"
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book 1),Not Provided,0,0,181,4.4,177,66,17,10,3,3,,,English,"Scatterplot Press; 3rd edition (December 31, 2020)"
The SAGE Handbook of Social Media Research Methods,Anabel Quan-Haase and Luke Sloan,139.56,139.56,768,0,0,0,0,0,0,0,1717.3,1.5013907447000001,English,"SAGE Publications Ltd; Second edition (October 6, 2022)"
